Indicator,Year,STATE,AGE,STD
"Early Non-Primary, Non-Secondary Syphilis",2011,Florida,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2011,Florida,15-19,71
"Early Non-Primary, Non-Secondary Syphilis",2012,Florida,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2012,Florida,15-19,73
"Early Non-Primary, Non-Secondary Syphilis",2013,Florida,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2013,Florida,15-19,80
"Early Non-Primary, Non-Secondary Syphilis",2014,Florida,0-14,4
"Early Non-Primary, Non-Secondary Syphilis",2014,Florida,15-19,75
"Early Non-Primary, Non-Secondary Syphilis",2015,Florida,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2015,Florida,15-19,84
"Early Non-Primary, Non-Secondary Syphilis",2016,Florida,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2016,Florida,15-19,84
"Early Non-Primary, Non-Secondary Syphilis",2017,Florida,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2017,Florida,15-19,106
"Early Non-Primary, Non-Secondary Syphilis",2018,Florida,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Florida,15-19,98
"Early Non-Primary, Non-Secondary Syphilis",2019,Florida,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2019,Florida,15-19,96
"Early Non-Primary, Non-Secondary Syphilis",2020,Florida,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2020,Florida,15-19,89
"Early Non-Primary, Non-Secondary Syphilis",2021,Florida,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Florida,15-19,102
Gonorrhea,2000,Florida,0-14,419
Gonorrhea,2000,Florida,15-19,"6,270"
Gonorrhea,2001,Florida,0-14,362
Gonorrhea,2001,Florida,15-19,"5,751"
Gonorrhea,2002,Florida,0-14,327
Gonorrhea,2002,Florida,15-19,"5,517"
Gonorrhea,2003,Florida,0-14,298
Gonorrhea,2003,Florida,15-19,"4,811"
Gonorrhea,2004,Florida,0-14,246
Gonorrhea,2004,Florida,15-19,"4,829"
Gonorrhea,2005,Florida,0-14,267
Gonorrhea,2005,Florida,15-19,"5,362"
Gonorrhea,2006,Florida,0-14,322
Gonorrhea,2006,Florida,15-19,"6,752"
Gonorrhea,2007,Florida,0-14,293
Gonorrhea,2007,Florida,15-19,"6,466"
Gonorrhea,2008,Florida,0-14,288
Gonorrhea,2008,Florida,15-19,"6,775"
Gonorrhea,2009,Florida,0-14,259
Gonorrhea,2009,Florida,15-19,"6,009"
Gonorrhea,2010,Florida,0-14,194
Gonorrhea,2010,Florida,15-19,"5,748"
Gonorrhea,2011,Florida,0-14,170
Gonorrhea,2011,Florida,15-19,"5,042"
Gonorrhea,2012,Florida,0-14,156
Gonorrhea,2012,Florida,15-19,"4,284"
Gonorrhea,2013,Florida,0-14,157
Gonorrhea,2013,Florida,15-19,"3,996"
Gonorrhea,2014,Florida,0-14,151
Gonorrhea,2014,Florida,15-19,"3,668"
Gonorrhea,2015,Florida,0-14,118
Gonorrhea,2015,Florida,15-19,"3,998"
Gonorrhea,2016,Florida,0-14,167
Gonorrhea,2016,Florida,15-19,"4,801"
Gonorrhea,2017,Florida,0-14,167
Gonorrhea,2017,Florida,15-19,"5,339"
Gonorrhea,2018,Florida,0-14,138
Gonorrhea,2018,Florida,15-19,"5,112"
Gonorrhea,2019,Florida,0-14,154
Gonorrhea,2019,Florida,15-19,"5,496"
Gonorrhea,2020,Florida,0-14,193
Gonorrhea,2020,Florida,15-19,"6,472"
Gonorrhea,2021,Florida,0-14,202
Gonorrhea,2021,Florida,15-19,"6,608"
Primary and Secondary Syphilis,2000,Florida,0-14,0
Primary and Secondary Syphilis,2000,Florida,15-19,24
Primary and Secondary Syphilis,2001,Florida,0-14,1
Primary and Secondary Syphilis,2001,Florida,15-19,21
Primary and Secondary Syphilis,2002,Florida,0-14,1
Primary and Secondary Syphilis,2002,Florida,15-19,30
Primary and Secondary Syphilis,2003,Florida,0-14,1
Primary and Secondary Syphilis,2003,Florida,15-19,26
Primary and Secondary Syphilis,2004,Florida,0-14,0
Primary and Secondary Syphilis,2004,Florida,15-19,28
Primary and Secondary Syphilis,2005,Florida,0-14,0
Primary and Secondary Syphilis,2005,Florida,15-19,29
Primary and Secondary Syphilis,2006,Florida,0-14,1
Primary and Secondary Syphilis,2006,Florida,15-19,60
Primary and Secondary Syphilis,2007,Florida,0-14,2
Primary and Secondary Syphilis,2007,Florida,15-19,88
Primary and Secondary Syphilis,2008,Florida,0-14,2
Primary and Secondary Syphilis,2008,Florida,15-19,81
Primary and Secondary Syphilis,2009,Florida,0-14,3
Primary and Secondary Syphilis,2009,Florida,15-19,90
Primary and Secondary Syphilis,2010,Florida,0-14,1
Primary and Secondary Syphilis,2010,Florida,15-19,84
Primary and Secondary Syphilis,2011,Florida,0-14,2
Primary and Secondary Syphilis,2011,Florida,15-19,64
Primary and Secondary Syphilis,2012,Florida,0-14,2
Primary and Secondary Syphilis,2012,Florida,15-19,87
Primary and Secondary Syphilis,2013,Florida,0-14,7
Primary and Secondary Syphilis,2013,Florida,15-19,98
Primary and Secondary Syphilis,2014,Florida,0-14,0
Primary and Secondary Syphilis,2014,Florida,15-19,94
Primary and Secondary Syphilis,2015,Florida,0-14,2
Primary and Secondary Syphilis,2015,Florida,15-19,82
Primary and Secondary Syphilis,2016,Florida,0-14,2
Primary and Secondary Syphilis,2016,Florida,15-19,106
Primary and Secondary Syphilis,2017,Florida,0-14,3
Primary and Secondary Syphilis,2017,Florida,15-19,121
Primary and Secondary Syphilis,2018,Florida,0-14,1
Primary and Secondary Syphilis,2018,Florida,15-19,137
Primary and Secondary Syphilis,2019,Florida,0-14,5
Primary and Secondary Syphilis,2019,Florida,15-19,152
Primary and Secondary Syphilis,2020,Florida,0-14,1
Primary and Secondary Syphilis,2020,Florida,15-19,171
Primary and Secondary Syphilis,2021,Florida,0-14,3
Primary and Secondary Syphilis,2021,Florida,15-19,163
Chlamydia,2000,Georgia,0-14,765
Chlamydia,2000,Georgia,15-19,"11,313"
Chlamydia,2001,Georgia,0-14,889
Chlamydia,2001,Georgia,15-19,"13,011"
Chlamydia,2002,Georgia,0-14,915
Chlamydia,2002,Georgia,15-19,"12,757"
Chlamydia,2003,Georgia,0-14,790
Chlamydia,2003,Georgia,15-19,"12,999"
Chlamydia,2004,Georgia,0-14,769
Chlamydia,2004,Georgia,15-19,"12,247"
Chlamydia,2005,Georgia,0-14,774
Chlamydia,2005,Georgia,15-19,"12,342"
Chlamydia,2006,Georgia,0-14,769
Chlamydia,2006,Georgia,15-19,"14,660"
Chlamydia,2007,Georgia,0-14,576
Chlamydia,2007,Georgia,15-19,"14,677"
Chlamydia,2008,Georgia,0-14,390
Chlamydia,2008,Georgia,15-19,"14,343"
Chlamydia,2009,Georgia,0-14,531
Chlamydia,2009,Georgia,15-19,"14,052"
Chlamydia,2010,Georgia,0-14,625
Chlamydia,2010,Georgia,15-19,"16,404"
Chlamydia,2011,Georgia,0-14,738
Chlamydia,2011,Georgia,15-19,"18,793"
Chlamydia,2012,Georgia,0-14,712
Chlamydia,2012,Georgia,15-19,"17,018"
Chlamydia,2013,Georgia,0-14,556
Chlamydia,2013,Georgia,15-19,"15,525"
Chlamydia,2014,Georgia,0-14,483
Chlamydia,2014,Georgia,15-19,"15,023"
Chlamydia,2015,Georgia,0-14,424
Chlamydia,2015,Georgia,15-19,"16,166"
Chlamydia,2016,Georgia,0-14,508
Chlamydia,2016,Georgia,15-19,"17,663"
Chlamydia,2017,Georgia,0-14,491
Chlamydia,2017,Georgia,15-19,"18,406"
Chlamydia,2018,Georgia,0-14,454
Chlamydia,2018,Georgia,15-19,"18,424"
Chlamydia,2019,Georgia,0-14,486
Chlamydia,2019,Georgia,15-19,"19,439"
Chlamydia,2020,Georgia,0-14,461
Chlamydia,2020,Georgia,15-19,"17,143"
Chlamydia,2021,Georgia,0-14,462
Chlamydia,2021,Georgia,15-19,"17,720"
"Early Non-Primary, Non-Secondary Syphilis",2000,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2000,Georgia,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Georgia,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Georgia,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Georgia,15-19,40
"Early Non-Primary, Non-Secondary Syphilis",2004,Georgia,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2004,Georgia,15-19,14
"Early Non-Primary, Non-Secondary Syphilis",2005,Georgia,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2005,Georgia,15-19,8
"Early Non-Primary, Non-Secondary Syphilis",2006,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Georgia,15-19,12
"Early Non-Primary, Non-Secondary Syphilis",2007,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Georgia,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2008,Georgia,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2008,Georgia,15-19,23
"Early Non-Primary, Non-Secondary Syphilis",2009,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Georgia,15-19,42
"Early Non-Primary, Non-Secondary Syphilis",2010,Georgia,0-14,2
"Early Non-Primary, Non-Secondary Syphilis",2010,Georgia,15-19,28
"Early Non-Primary, Non-Secondary Syphilis",2011,Georgia,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2011,Georgia,15-19,27
"Early Non-Primary, Non-Secondary Syphilis",2012,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Georgia,15-19,20
"Early Non-Primary, Non-Secondary Syphilis",2013,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Georgia,15-19,30
"Early Non-Primary, Non-Secondary Syphilis",2014,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Georgia,15-19,41
"Early Non-Primary, Non-Secondary Syphilis",2015,Georgia,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2015,Georgia,15-19,41
"Early Non-Primary, Non-Secondary Syphilis",2016,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Georgia,15-19,23
"Early Non-Primary, Non-Secondary Syphilis",2017,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Georgia,15-19,26
"Early Non-Primary, Non-Secondary Syphilis",2018,Georgia,0-14,1
"Early Non-Primary, Non-Secondary Syphilis",2018,Georgia,15-19,42
"Early Non-Primary, Non-Secondary Syphilis",2019,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Georgia,15-19,41
"Early Non-Primary, Non-Secondary Syphilis",2020,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Georgia,15-19,34
"Early Non-Primary, Non-Secondary Syphilis",2021,Georgia,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Georgia,15-19,43
Gonorrhea,2000,Georgia,0-14,399
Gonorrhea,2000,Georgia,15-19,"5,715"
Gonorrhea,2001,Georgia,0-14,386
Gonorrhea,2001,Georgia,15-19,"5,524"
Gonorrhea,2002,Georgia,0-14,385
Gonorrhea,2002,Georgia,15-19,"5,265"
Gonorrhea,2003,Georgia,0-14,332
Gonorrhea,2003,Georgia,15-19,"4,815"
Gonorrhea,2004,Georgia,0-14,315
Gonorrhea,2004,Georgia,15-19,"4,381"
Gonorrhea,2005,Georgia,0-14,315
Gonorrhea,2005,Georgia,15-19,"4,543"
Gonorrhea,2006,Georgia,0-14,330
Gonorrhea,2006,Georgia,15-19,"5,621"
Gonorrhea,2007,Georgia,0-14,232
Gonorrhea,2007,Georgia,15-19,"5,006"
Gonorrhea,2008,Georgia,0-14,116
Gonorrhea,2008,Georgia,15-19,"4,399"
Gonorrhea,2009,Georgia,0-14,152
Gonorrhea,2009,Georgia,15-19,"3,987"
Gonorrhea,2010,Georgia,0-14,160
Gonorrhea,2010,Georgia,15-19,"4,824"
Gonorrhea,2011,Georgia,0-14,182
Gonorrhea,2011,Georgia,15-19,"4,692"
Gonorrhea,2012,Georgia,0-14,166
Gonorrhea,2012,Georgia,15-19,"3,915"
Gonorrhea,2013,Georgia,0-14,142
Gonorrhea,2013,Georgia,15-19,"3,363"
Gonorrhea,2014,Georgia,0-14,91
Gonorrhea,2014,Georgia,15-19,"2,914"
Gonorrhea,2015,Georgia,0-14,104
Gonorrhea,2015,Georgia,15-19,"3,133"
Gonorrhea,2016,Georgia,0-14,129
Gonorrhea,2016,Georgia,15-19,"3,946"
Gonorrhea,2017,Georgia,0-14,130
Gonorrhea,2017,Georgia,15-19,"4,043"
Gonorrhea,2018,Georgia,0-14,95
Gonorrhea,2018,Georgia,15-19,"3,370"
Gonorrhea,2019,Georgia,0-14,83
Gonorrhea,2019,Georgia,15-19,"3,364"
Gonorrhea,2020,Georgia,0-14,81
Gonorrhea,2020,Georgia,15-19,"3,464"
Gonorrhea,2021,Georgia,0-14,141
Gonorrhea,2021,Georgia,15-19,"5,218"
Primary and Secondary Syphilis,2000,Georgia,0-14,1
Primary and Secondary Syphilis,2000,Georgia,15-19,22
Primary and Secondary Syphilis,2001,Georgia,0-14,2
Primary and Secondary Syphilis,2001,Georgia,15-19,16
Primary and Secondary Syphilis,2002,Georgia,0-14,0
Primary and Secondary Syphilis,2002,Georgia,15-19,18
Primary and Secondary Syphilis,2003,Georgia,0-14,0
Primary and Secondary Syphilis,2003,Georgia,15-19,16
Primary and Secondary Syphilis,2004,Georgia,0-14,0
Primary and Secondary Syphilis,2004,Georgia,15-19,16
Primary and Secondary Syphilis,2005,Georgia,0-14,0
Primary and Secondary Syphilis,2005,Georgia,15-19,19
Primary and Secondary Syphilis,2006,Georgia,0-14,0
Primary and Secondary Syphilis,2006,Georgia,15-19,20
Primary and Secondary Syphilis,2007,Georgia,0-14,0
Primary and Secondary Syphilis,2007,Georgia,15-19,34
Primary and Secondary Syphilis,2008,Georgia,0-14,1
Primary and Secondary Syphilis,2008,Georgia,15-19,56
Primary and Secondary Syphilis,2009,Georgia,0-14,3
Primary and Secondary Syphilis,2009,Georgia,15-19,34
Primary and Secondary Syphilis,2010,Georgia,0-14,0
Primary and Secondary Syphilis,2010,Georgia,15-19,41
Primary and Secondary Syphilis,2011,Georgia,0-14,0
Primary and Secondary Syphilis,2011,Georgia,15-19,30
Primary and Secondary Syphilis,2012,Georgia,0-14,2
Primary and Secondary Syphilis,2012,Georgia,15-19,49
Primary and Secondary Syphilis,2013,Georgia,0-14,1
Primary and Secondary Syphilis,2013,Georgia,15-19,42
Primary and Secondary Syphilis,2014,Georgia,0-14,0
Primary and Secondary Syphilis,2014,Georgia,15-19,62
Primary and Secondary Syphilis,2015,Georgia,0-14,1
Primary and Secondary Syphilis,2015,Georgia,15-19,62
Primary and Secondary Syphilis,2016,Georgia,0-14,1
Primary and Secondary Syphilis,2016,Georgia,15-19,61
Primary and Secondary Syphilis,2017,Georgia,0-14,0
Primary and Secondary Syphilis,2017,Georgia,15-19,71
Primary and Secondary Syphilis,2018,Georgia,0-14,2
Primary and Secondary Syphilis,2018,Georgia,15-19,61
Primary and Secondary Syphilis,2019,Georgia,0-14,0
Primary and Secondary Syphilis,2019,Georgia,15-19,63
Primary and Secondary Syphilis,2020,Georgia,0-14,1
Primary and Secondary Syphilis,2020,Georgia,15-19,70
Primary and Secondary Syphilis,2021,Georgia,0-14,0
Primary and Secondary Syphilis,2021,Georgia,15-19,102
Chlamydia,2000,Hawaii,0-14,48
Chlamydia,2000,Hawaii,15-19,939
Chlamydia,2001,Hawaii,0-14,65
Chlamydia,2001,Hawaii,15-19,981
Chlamydia,2002,Hawaii,0-14,45
Chlamydia,2002,Hawaii,15-19,"1,051"
Chlamydia,2003,Hawaii,0-14,55
Chlamydia,2003,Hawaii,15-19,"1,300"
Chlamydia,2004,Hawaii,0-14,45
Chlamydia,2004,Hawaii,15-19,"1,261"
Chlamydia,2005,Hawaii,0-14,53
Chlamydia,2005,Hawaii,15-19,"1,217"
Chlamydia,2006,Hawaii,0-14,47
Chlamydia,2006,Hawaii,15-19,"1,283"
Chlamydia,2007,Hawaii,0-14,50
Chlamydia,2007,Hawaii,15-19,"1,236"
Chlamydia,2008,Hawaii,0-14,59
Chlamydia,2008,Hawaii,15-19,"1,500"
Chlamydia,2009,Hawaii,0-14,37
Chlamydia,2009,Hawaii,15-19,"1,451"
Chlamydia,2010,Hawaii,0-14,38
Chlamydia,2010,Hawaii,15-19,"1,403"
Chlamydia,2011,Hawaii,0-14,52
Chlamydia,2011,Hawaii,15-19,"1,399"
Chlamydia,2012,Hawaii,0-14,48
Chlamydia,2012,Hawaii,15-19,"1,398"
Chlamydia,2013,Hawaii,0-14,51
Chlamydia,2013,Hawaii,15-19,"1,410"
Chlamydia,2014,Hawaii,0-14,34
Chlamydia,2014,Hawaii,15-19,"1,242"
Chlamydia,2015,Hawaii,0-14,51
Chlamydia,2015,Hawaii,15-19,"1,359"
Chlamydia,2016,Hawaii,0-14,40
Chlamydia,2016,Hawaii,15-19,"1,278"
Chlamydia,2017,Hawaii,0-14,48
Chlamydia,2017,Hawaii,15-19,"1,369"
Chlamydia,2018,Hawaii,0-14,42
Chlamydia,2018,Hawaii,15-19,"1,525"
Chlamydia,2019,Hawaii,0-14,40
Chlamydia,2019,Hawaii,15-19,"1,518"
Chlamydia,2020,Hawaii,0-14,29
Chlamydia,2020,Hawaii,15-19,"1,144"
Chlamydia,2021,Hawaii,0-14,26
Chlamydia,2021,Hawaii,15-19,980
"Early Non-Primary, Non-Secondary Syphilis",2000,Hawaii,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2000,Hawaii,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2001,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2001,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2002,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2003,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2004,Hawaii,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2004,Hawaii,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2005,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2005,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2006,Hawaii,0-14,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2006,Hawaii,15-19,Data suppressed
"Early Non-Primary, Non-Secondary Syphilis",2007,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2007,Hawaii,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2008,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2008,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2009,Hawaii,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2010,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2010,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2011,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2012,Hawaii,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2013,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2013,Hawaii,15-19,1
"Early Non-Primary, Non-Secondary Syphilis",2014,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2014,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2015,Hawaii,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2016,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2016,Hawaii,15-19,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2017,Hawaii,15-19,2
"Early Non-Primary, Non-Secondary Syphilis",2018,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2018,Hawaii,15-19,3
"Early Non-Primary, Non-Secondary Syphilis",2019,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2019,Hawaii,15-19,5
"Early Non-Primary, Non-Secondary Syphilis",2020,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2020,Hawaii,15-19,7
"Early Non-Primary, Non-Secondary Syphilis",2021,Hawaii,0-14,0
"Early Non-Primary, Non-Secondary Syphilis",2021,Hawaii,15-19,2
Gonorrhea,2000,Hawaii,0-14,4
Gonorrhea,2000,Hawaii,15-19,88
Gonorrhea,2001,Hawaii,0-14,7
Gonorrhea,2001,Hawaii,15-19,86
Gonorrhea,2002,Hawaii,0-14,10
Gonorrhea,2002,Hawaii,15-19,99
Gonorrhea,2003,Hawaii,0-14,18
Gonorrhea,2003,Hawaii,15-19,173
Gonorrhea,2004,Hawaii,0-14,6
Gonorrhea,2004,Hawaii,15-19,175
Gonorrhea,2005,Hawaii,0-14,9
Gonorrhea,2005,Hawaii,15-19,163
Gonorrhea,2006,Hawaii,0-14,9
Gonorrhea,2006,Hawaii,15-19,133
Gonorrhea,2007,Hawaii,0-14,6
Gonorrhea,2007,Hawaii,15-19,109
Gonorrhea,2008,Hawaii,0-14,4
Gonorrhea,2008,Hawaii,15-19,108
Gonorrhea,2009,Hawaii,0-14,1
Gonorrhea,2009,Hawaii,15-19,85
Gonorrhea,2010,Hawaii,0-14,3
Gonorrhea,2010,Hawaii,15-19,93
Gonorrhea,2011,Hawaii,0-14,0
Gonorrhea,2011,Hawaii,15-19,104
Gonorrhea,2012,Hawaii,0-14,4
Gonorrhea,2012,Hawaii,15-19,120
Gonorrhea,2013,Hawaii,0-14,3
Gonorrhea,2013,Hawaii,15-19,77
Gonorrhea,2014,Hawaii,0-14,0
Gonorrhea,2014,Hawaii,15-19,106
Gonorrhea,2015,Hawaii,0-14,10
Gonorrhea,2015,Hawaii,15-19,163
Gonorrhea,2016,Hawaii,0-14,7
Gonorrhea,2016,Hawaii,15-19,155
Gonorrhea,2017,Hawaii,0-14,10
Gonorrhea,2017,Hawaii,15-19,148
Gonorrhea,2018,Hawaii,0-14,5
Gonorrhea,2018,Hawaii,15-19,134
Gonorrhea,2019,Hawaii,0-14,5
Gonorrhea,2019,Hawaii,15-19,154
Gonorrhea,2020,Hawaii,0-14,9
Gonorrhea,2020,Hawaii,15-19,142
Gonorrhea,2021,Hawaii,0-14,9
Gonorrhea,2021,Hawaii,15-19,139
Primary and Secondary Syphilis,2000,Hawaii,0-14,Data suppressed
Primary and Secondary Syphilis,2000,Hawaii,15-19,Data suppressed
Primary and Secondary Syphilis,2001,Hawaii,0-14,0
Primary and Secondary Syphilis,2001,Hawaii,15-19,1
Primary and Secondary Syphilis,2002,Hawaii,0-14,0
Primary and Secondary Syphilis,2002,Hawaii,15-19,0
Primary and Secondary Syphilis,2003,Hawaii,0-14,0
Primary and Secondary Syphilis,2003,Hawaii,15-19,0
Primary and Secondary Syphilis,2004,Hawaii,0-14,0
Primary and Secondary Syphilis,2004,Hawaii,15-19,0
Primary and Secondary Syphilis,2005,Hawaii,0-14,0
Primary and Secondary Syphilis,2005,Hawaii,15-19,1
